safe_batch	prefix_on_other_qid	is_publisher	is_person	qid_prefix_count	triage	status	list_prefix	qid	publisher	p31_types	existing_P3035	part_of_P749	replaces_P1365	replaced_by_P1366	aliases_en	batch_group	registry
		yes		4	clean	missing	978-0-7221	Q7576675	Sphere Books	publishing house							
				1	clean	missing	978-0-7263	Q14793	Summer Institute of Linguistics	non-governmental organization; scientific society; nonprofit organization; Christian organization							
		yes		2	clean	missing	978-0-7267	Q5341603	Edward Arnold (publisher)	publishing house							
	Q2018873			1	clean	missing	978-0-7279	Q919715	British Medical Association	organization; syndicate; professional order; medical association					BMA		
				1	clean	missing	978-0-7282	Q5400694	Estates Gazette	magazine							
				1	clean	missing	978-0-7287	Q59746	Arts Council of Great Britain	non-departmental public body; art institution							
				1	clean	missing	978-0-7292	Q6972373	National Economic Development Office	organization					National Economic Development Office		
				1	clean	missing	978-0-7308	Q7579486	South Australian Sports Institute	sport in a geographic region					sports in South Australia | South Australia sports | sports of South Australia | sporting in South Australia		
				2	clean	missing	978-0-7313	Q705551	Art Gallery of New South Wales	art museum					AGNSW | Art Gallery NSW		
		yes		2	clean	missing	978-0-7315	Q127990	Australian National University	public university; Government body of Australia; production company; nonprofit organization					The Australian National University | ANU | Phoenix Prize for Spiritual Art | Australian National University, Central Administration		
		yes		2	clean	missing	978-0-7325	Q319078	University of Melbourne	public university; open-access publisher					Melbourne University | The University of Melbourne | UMelb | Melbourne Uni | UniMelb		
				1	clean	missing	978-0-7333	Q781365	Australian Broadcasting Corporation	television network; statutory corporation; radio network; information; public broadcaster; organization					ABC | Australian Broadcasting Commission | Australian Broadcasting Company | ABC Australia | ABC (Australia) | ABC AU		
		yes		2	clean	missing	978-0-7340	Q319078	University of Melbourne	public university; open-access publisher					Melbourne University | The University of Melbourne | UMelb | Melbourne Uni | UniMelb		
				2	clean	missing	978-0-7347	Q705551	Art Gallery of New South Wales	art museum					AGNSW | Art Gallery NSW		
				1	clean	missing	978-0-7357	Q7157694	New Riders Press	business							
				2	clean	mismatch	978-0-7388	Q15679645	Xlibris Corporation	self-publishing company	978-1-4134				Xlibris Corporation | Xlibris Publishing		
	Q1756332	yes		1	clean	missing	978-0-7434	Q7206385	Pocket Books	publishing house; imprint							
		yes		1	clean	mismatch	978-0-7460	Q3552538	Usborne Publishing	publishing house	978-0-86020				Usborne Books		
		yes		2	clean	missing	978-0-7472	Q15732516	Hodder Headline	publishing house					Headline		
		yes		4	clean	missing	978-0-7474	Q7576675	Sphere Books	publishing house							
		yes		1	clean	mismatch	978-0-7478	Q7498354	Shire Books	publishing house	978-0-85263						
		yes		1	clean	mismatch	978-0-7487	Q6990753	Stanley Thornes	publishing house	978-0-85950						
				1	clean	missing	978-0-7488	Q16996804	Improvement and Development Agency	organization					Local Government Improvement and Development		
				1	clean	missing	978-0-7504	Q493517	National Assembly for Wales	legislature of a constituent state; unicameral legislature; elected legislative house					Welsh National Assembly | Welsh Assembly | Cynulliad Cenedlaethol Cymru | The National Assembly for Wales | National Assembly for Wales | National Assembly of Wales | Senedd Cymru | Welsh Parliament | Senedd Cymru – Welsh Parliament | The Senedd		
		yes		2	clean	mismatch	978-0-7509	Q7739770	Sutton Publishing	business; book publisher	978-0-85033;978-1-86077				History Press		
		yes		2	clean	mismatch	978-0-7512	Q5606574	Gregg Press	publishing house	978-0-8398						
		yes		2	clean	mismatch	978-0-7513	Q1245484	Dorling Kindersley	book publisher	978-0-86318;978-1-4053;978-1-4093;978-3-8310				DK Publishing | DK Books | Dorling Kindersley		
		yes		1	clean	mismatch	978-0-7514	Q1938327	Blackie and Son Limited	publishing house; editor	978-0-216				Blackie & Son		
				1	clean	missing	978-0-7517	Q4836281	BPP Learning Media	business							
		yes		2	clean	mismatch	978-0-7524	Q7739770	Tempus Publishing	business; book publisher	978-0-85033;978-1-86077				History Press		
		yes		1	clean	mismatch	978-0-7525	Q7139729	Parragon	publishing house	978-1-4054;978-1-4075;978-1-4454;978-1-4723;978-1-84164				Parragon Books		
		yes		1	clean	mismatch	978-0-7535	Q3138589	Virgin Books	publishing house	978-0-86369				Virgin Publishing		
		yes		2	clean	missing	978-0-7546	Q4805028	Ashgate Publishing	publishing house; book publisher							
	Q139067397	yes		2	clean	missing	978-0-7553	Q15732516	Headline Book Publishing	publishing house					Headline		
				2	clean	missing	978-0-7607	Q795454	Barnes & Noble Books	business; enterprise; public company; bookstore chain							
		yes		1	clean	mismatch	978-0-7611	Q4779613	Workman Publishing Company	book publisher	978-0-911104;978-1-56512						
		yes		3	clean	mismatch	978-0-7614	Q4043752	Marshall Cavendish	publishing house	978-0-85685;978-2-7365						
		yes		2	clean	missing	978-0-7618	Q3551348	University Press of America	publishing house							
		yes		2	clean	mismatch	978-0-7619	Q251266	SAGE Publications	book publisher; academic publisher; open-access publisher	978-1-4129;978-1-84787;978-1-0718;978-1-0719;978-1-4522;978-1-4833;978-1-5063;978-1-5443;978-0-85702;978-1-5296;978-1-5297				sagepublishing.com | SAGE Publications Ltd | SAGE Publications | sagepub.com | SAGE Publishing | Sage Publications		
				2	clean	mismatch	978-0-7641	Q3112947	Barron's Educational Series	business	978-1-84710				Kaplan International Colleges | Kaplan Inc | Kaplan, Inc		
		yes		1	clean	mismatch	978-0-7643	Q7431284	Schiffer Publishing	publishing house	978-0-88740				Schiffer pub		
				1	clean	missing	978-0-7645	Q1666494	International Data Group	business					International Data Corporation，IDC | IDC		
			yes	1	clean	missing	978-0-7653	Q7815601	Tom Doherty	human							
			yes	1	clean	missing	978-0-7657	Q6161945	Jason Aronson	human							
		yes		1	clean	mismatch	978-0-7660	Q14705489	Enslow Publishers	publishing house	978-0-89490;978-1-4644						
				1	clean	missing	978-0-7692	Q137691184	Warner Bros.	brand							
		yes		2	clean	missing	978-0-7713	Q180865	University of Toronto	public research university; collegiate university; university in Ontario					UToronto | U of T | Univ. of Toronto | utoronto.ca | UofT | U. of T. | The University of Toronto		
	Q7896496	yes		2	clean	missing	978-0-7727	Q180865	University of Toronto	public research university; collegiate university; university in Ontario					UToronto | U of T | Univ. of Toronto | utoronto.ca | UofT | U. of T. | The University of Toronto		
	Q3402572	yes		1	clean	missing	978-0-7746	Q1067935	Université Laval	public research university; open-access publisher; university in Quebec; charitable organization					Université Laval | ulaval.ca		
		yes		1	clean	mismatch	978-0-7766	Q7896044	University of Ottawa Press	university press	978-2-7603				UOP		
	Q3402573	yes		1	clean	mismatch	978-0-7770	Q326282	Université du Québec	university system; open-access publisher	978-2-37745				University of Quebec | UQ | uquebec.ca		
		yes		3	clean	missing	978-0-7835	Q7806643	Time-Life	business; book publisher					Time–Life | Time-Life | TIME/LIFE | Time-Life Books		
		yes		1	clean	mismatch	978-0-7844	Q466880	American Society of Civil Engineers	regulatory college; professional association; engineering society; academic publisher	978-0-87262				ASCE | asce.org		
		yes		2	clean	mismatch	978-0-7894	Q1245484	Dorling Kindersley	book publisher	978-0-86318;978-1-4053;978-1-4093;978-3-8310				DK Publishing | DK Books | Dorling Kindersley		
		yes		2	clean	missing	978-0-7900	Q7306689	Reed Publishing	publishing house					A. H. Reed Ltd | A. H. and A. W. Reed Ltd | Reed Methuen | Octopus Publishing (NZ) | Heinemann Reed | Reed Publishing (NZ) Ltd | Raupo Publishing (NZ) | A.H. & A.W. Reed Ltd | A. H. & A. W. Reed Ltd | AH & AW Reed		
		yes		1	clean	mismatch	978-0-7922	Q167186	National Geographic Society	scientific society; film production company; publishing house	978-1-4262				NGS | National Geographic Society | The National Geographic Society		
				1	clean	missing	978-0-7928	Q1981249	MGM Home Entertainment	business					MGM/UA FAMILY ENTERTAINMENT | MGM/UA HOME VIDEO | MGM/UA Home Entertainment		
				1	clean	missing	978-0-7935	Q3093066	G. Schirmer	music publisher					G. Schirmer, Inc.		
		yes		5	clean	missing	978-0-7962	Q6273015	Heinemann (book publisher)	publishing house; business					William Heinemann Ltd.		
				1	clean	missing	978-0-7969	Q11020151	Human Sciences Research Council (South Africa)	organization; research institute					HSRC | Human Sciences Research Council of South Africa | hsrc.ac.za		
		yes		2	clean	mismatch	978-0-8039	Q251266	SAGE Publications	book publisher; academic publisher; open-access publisher	978-1-4129;978-1-84787;978-1-0718;978-1-0719;978-1-4522;978-1-4833;978-1-5063;978-1-5443;978-0-85702;978-1-5296;978-1-5297				sagepublishing.com | SAGE Publications Ltd | SAGE Publications | sagepub.com | SAGE Publishing | Sage Publications		
				1	clean	missing	978-0-8074	Q1130842	Union of American Hebrew Congregations	religious organization; nonprofit organization					Reform Judaism | URJ | Union of American Hebrew Congregations | UAHC		
			yes	1	clean	missing	978-0-8076	Q5537222	George Braziller	human							
	Q98273361			1	clean	missing	978-0-8091	Q1305904	Paulist Fathers	organization; Catholic religious institute					C.S.P. | CSP | Missionary Society of Saint Paul the Apostle | Paulists		
		yes		3	clean	missing	978-0-8094	Q7806643	Time-Life	business; book publisher					Time–Life | Time-Life | TIME/LIFE | Time-Life Books		
				1	clean	missing	978-0-8095	Q4945073	Borgo Press	business							
				1	clean	missing	978-0-8104	Q5686300	Hayden Books	video game publisher					Hayden Book Company, Inc. | Hayden Book Co		
		yes		1	clean	mismatch	978-0-8110	Q3508593	Northwestern University Press	university press; book publisher	978-0-8101						
				2	clean	mismatch	978-0-8120	Q3112947	Barron's Educational Series	business	978-1-84710				Kaplan International Colleges | Kaplan Inc | Kaplan, Inc		
		yes		1	clean	mismatch	978-0-8135	Q4048631	Rutgers University Press	university press	978-1-896357						
		yes		2	clean	missing	978-0-8191	Q3551348	University Press of America	publishing house							
				1	clean	missing	978-0-8201	Q7432051	Scholars' Facsimiles & Reprints	business							
				1	clean	missing	978-0-8213	Q320863	World Bank	specialized agency of the United Nations					WBG		
				1	clean	missing	978-0-8220	Q5133092	CliffsNotes	website					Cliff's Notes | Cliffs Notes		
				1	clean	missing	978-0-8224	Q5439506	Fearon Publishers	business							
				1	clean	missing	978-0-8242	Q5628654	H. W. Wilson Company	organization					The H. W. Wilson Co | H.W. Wilson Co. | HW Wilson Co. | The HW Wilson Company | The H. W. Wilson Company		
				1	clean	missing	978-0-8258	Q5040137	Carl Fischer Music	music publisher; sheet music publisher							
		yes		2	clean	mismatch	978-0-8264	Q4036513	Continuum International Publishing Group	publishing house; book publisher	978-1-4411;978-1-84371				Continuum | Thoemmes Continuum		
				1	clean	missing	978-0-8267	Q15891753	United Bible Societies	voluntary association; voluntary association; organization; nonprofit organization					UBS		
	Q55085741	yes		1	clean	missing	978-0-8308	Q16994983	Inter-Varsity Press	publishing house; charitable organization							
				1	clean	missing	978-0-8311	Q16996913	Industrial Press	business							
				1	clean	missing	978-0-8329	Q7947585	WBusiness Books						New Win Publishing		
		yes		1	clean	mismatch	978-0-8343	Q3403686	Funk & Wagnalls	publishing house	978-0-308				I.K. Funk & Company | Funk & Wagnalls Company | Funk & Wagnalls Inc. | Funk & Wagnalls Corporation | Funk & Wagnalls Co. | Funk and Wagnalls Co.		
		yes		1	clean	mismatch	978-0-8351	Q1743971	Foreign Languages Press	publishing house	978-7-119;978-7-88718				Wàiwén chūbǎn shè | Waiwen chuban she		
				1	clean	missing	978-0-8359	Q248	Intel Corporation	business; public company					N M Electronics | INTC | Intel Corporation | Intel Corp. | Intel Corp | intel.com		
				1	clean	missing	978-0-8368	Q5522979	Gareth Stevens	business					Gareth Stevens Publishing		
	Q21428306	yes		1	clean	missing	978-0-8405	Q392189	Université de Montréal	university in Quebec; public research university; charitable organization					Universite Laval Montreal | Universite de Montreal | University of Montreal | UdeM | Université Laval Montréal | umontreal.ca		
	Q96310972			2	clean	missing	978-0-85112	Q41675	Guinness Publishing	periodical; literary work; written work							
		yes		2	clean	missing	978-0-85763	Q7062009	Nosy Crow	publishing house					NosyCrow		
				1	clean	missing	978-0-85985	Q7242598	Price Stern Sloan	business					PSS!		
		yes		1	clean	mismatch	978-0-86554	Q6818315	Mercer University Press	university press	978-0-88146						
	Q4744025			1	clean	missing	978-0-86612	Q19872202	American Hotel & Lodging Educational Institute	organization; trade association					American Hotel Association | American Hotel and Motel Association | AHLA		
	Q2356394			1	clean	missing	978-0-87029	Q137603164	Abbey Press	Wikimedia disambiguation page							
				1	clean	missing	978-0-88145	Q4972492	Broadway Play Publishing Inc	business							
		yes		1	clean	mismatch	978-0-901272	Q262854	University of Lancaster	public research university; higher education institution; open-access publisher; educational organization; university; organization	978-0-901800;978-1-86220				The University of Lancaster | Lancaster University		
				1	clean	missing	978-0-901283	Q29025015	Railway Development Society	advocacy group					Railway Development Society		
				1	clean	missing	978-0-901793	Q7758091	Yorkshire Evening Press	newspaper					The York Press | York Press | The Evening Press | Evening Press | Yorkshire Evening Press		
				1	clean	missing	978-0-902087	Q18160739	London Topographical Society	text publication society							
				1	clean	missing	978-0-902756	Q1634372	Esperanto-Asocio de Britio	Esperanto organization					Esperanto-Asocio de Britio | EAB | British Esperanto Association		
				1	clean	missing	978-0-903623	Q2925744	Potato Marketing Board	organization; marketing board					Potato Council		
				1	clean	missing	978-0-904296	Q188313	County Borough of Blackburn	town; unparished area							
				1	clean	missing	978-0-905455	Q20602688	Yorkshire Dales National Park	national park of England and Wales							
				1	clean	missing	978-0-907660	Q7730763	Douglas Hyde Gallery	art gallery; art museum; nonprofit organization					The Douglas Hyde Gallery		
				1	clean	missing	978-0-9526262	Q1739094	Kenwood Limited	business; subsidiary company; enterprise					Kenwood Appliances Ltd. | Kenwood		
				1	clean	missing	978-0-9530528	Q16836764	BackCare	health charity; charitable organization							
				1	clean	mismatch	978-0-9555481	Q3112472	World Radio TV Handbook	user guide	978-3982501710						
				1	clean	missing	978-0-9563901	Q139759949	The Caravan Gallery								
				1	clean	missing	978-0-9780735	Q6202358	Jingle Cats	musical group							
			yes	1	clean	missing	978-0-9780937	Q258869	Bianca Beauchamp	human					Bianca Stéphanie Beauchamp		
				2	clean	mismatch	978-1-4010	Q15679645	Xlibris	self-publishing company	978-1-4134				Xlibris Corporation | Xlibris Publishing		
				1	clean	missing	978-1-4024	Q7237367	Practising Law Institute	nonprofit organization					PLI		
	Q114715623;Q114716003;Q114717847;Q114718812;Q114722456;Q114728544;Q114728588;Q114728592;Q114728602;Q114728605;Q4683271;Q99521181	yes		5	clean	mismatch	978-1-4081	Q568642	Bloomsbury Publishing	book publisher; public company; corporation; holding company	978-1-4088;978-1-58234;978-0-7475						
	Q14478377			1	clean	missing	978-1-4102	Q1115050	United States Army Command and General Staff College	staff college					USACGSC | CGSC | Infantry and Cavalry School | School of the Line		
		yes		1	clean	mismatch	978-1-4143	Q5408143	Tyndale House	book publisher	978-0-8423				Tyndale House Publishers		
	Q3030460;Q6778183;Q7888605			1	clean	missing	978-1-4231	Q7414	Disney	film production company; commercial organization; media conglomerate; business; public company					The Walt Disney Studio		
	Q4050071	yes		1	clean	missing	978-1-4384	Q1140241	State University of New York	state university system; public university; state agency of New York					SUNY | The State University of New York | suny.edu		
				1	clean	mismatch	978-1-4402	Q5423577	F+W	company	978-1-55870						
	Q114718812	yes		5	clean	mismatch	978-1-4725	Q568642	Bloomsbury Publishing	book publisher; public company; corporation; holding company	978-1-4088;978-1-58234;978-0-7475						
	Q114715623;Q114716003;Q114722456;Q114728544;Q114728592;Q114728605;Q4683271	yes		5	clean	mismatch	978-1-4729	Q568642	Bloomsbury Publishing	book publisher; public company; corporation; holding company	978-1-4088;978-1-58234;978-0-7475						
		yes		2	clean	mismatch	978-1-4730	Q2413375	Open University	public university; higher education institution; open-access publisher; educational organization; organization	978-1-78007				Open University, The | Open University		
	Q114718812	yes		5	clean	mismatch	978-1-4742	Q568642	Bloomsbury Publishing	book publisher; public company; corporation; holding company	978-1-4088;978-1-58234;978-0-7475						
	Q99071608			1	clean	missing	978-1-56854	Q1364344	Liturgy Training Publications	Roman Catholic metropolitan archdiocese; organization					Metropolitan Archdiocese of Chicago | Archdiocese of Chicago | Diocese of Chicago		
				1	clean	missing	978-1-58083	Q36901083	Stampley	family name							
				1	clean	missing	978-1-59185	Q39086385	Charisma House								
		yes		4	clean	missing	978-1-61988	Q633812	Archie Comics	business; book publisher; comics publishing company					MLJ Comics | MLJ Magazines | M.L.J. Magazines, Inc. | Archie Comic Publications | Archie Comic Publications, Inc.		
		yes		4	clean	missing	978-1-62738	Q633812	Archie Comics	business; book publisher; comics publishing company					MLJ Comics | MLJ Magazines | M.L.J. Magazines, Inc. | Archie Comic Publications | Archie Comic Publications, Inc.		
		yes		9	clean	mismatch	978-1-63858	Q2073284	Seven Seas Entertainment	book publisher; comics publishing company; business; enterprise	978-1-64275;978-1-62692				Seven Seas Entertainment, LLC		
		yes		9	clean	mismatch	978-1-64505	Q2073284	Seven Seas Entertainment	book publisher; comics publishing company; business; enterprise	978-1-64275;978-1-62692				Seven Seas Entertainment, LLC		
		yes		9	clean	mismatch	978-1-64827	Q2073284	Seven Seas Entertainment	book publisher; comics publishing company; business; enterprise	978-1-64275;978-1-62692				Seven Seas Entertainment, LLC		
		yes		4	clean	missing	978-1-68255	Q633812	Archie Comics	business; book publisher; comics publishing company					MLJ Comics | MLJ Magazines | M.L.J. Magazines, Inc. | Archie Comic Publications | Archie Comic Publications, Inc.		
		yes		9	clean	mismatch	978-1-68579	Q2073284	Seven Seas Entertainment	book publisher; comics publishing company; business; enterprise	978-1-64275;978-1-62692				Seven Seas Entertainment, LLC		
		yes		1	clean	mismatch	978-1-74257	Q7008684	New Holland Publishers	book publisher	978-1-74110;978-1-84330;978-1-84537;978-1-84773				New Holland | Reed New Holland		
		yes		5	clean	missing	978-1-78131	Q7269371	Aurum Press	publishing house; public company					Voyageur Press		
		yes		1	clean	mismatch	978-1-78243	Q6833182	Michael O'Mara Books	publishing house	978-1-84317;978-1-85479						
		yes		5	clean	missing	978-1-78361	Q5457150	Flame Tree Publishing	book publisher							
				1	clean	mismatch	978-1-78389	Q685018	Future plc	business; enterprise; public company	978-1-85870				Future Publishing		
			yes	1	clean	missing	978-1-78578	Q18704867	Icon Books	human							
		yes		5	clean	missing	978-1-78758	Q5457150	Flame Tree Publishing	book publisher							
		yes		2	clean	missing	978-1-78800	Q7062009	Nosy Crow	publishing house					NosyCrow		
		yes		5	clean	missing	978-1-84092	Q7269371	The Quarto Group	publishing house; public company					Voyageur Press		
	Q132794736	yes		2	clean	mismatch	978-1-84149	Q3355196	Orbit Books	publishing house; imprint; brand	978-2-36051;978-0-35652				Orbit Books		
		yes		5	clean	missing	978-1-84451	Q5457150	Flame Tree Publishing	book publisher							
	Q4822671	yes		5	clean	missing	978-1-84513	Q7269371	Aurum Press	publishing house; public company					Voyageur Press		
		yes		5	clean	missing	978-1-84786	Q5457150	Flame Tree Publishing	book publisher							
		yes		1	clean	mismatch	978-1-84866	Q7271329	Quercus (publisher)	publishing house	978-1-84916;978-1-906694						
				1	clean	missing	978-1-85152	Q998470	Reed International Books	business; enterprise; public company					Reed Elsevier | RELX Group N.V | RELX PLC | relx.com | Reed Elsevier (United Kingdom)		
				1	clean	missing	978-1-85249	Q925258	Campaign for Real Ale	consumer organization					CAMRA | Campaign for the Revitalisation of Ale		
	Q4822671	yes		5	clean	missing	978-1-85410	Q7269371	Aurum Press	publishing house; public company					Voyageur Press		
	Q132794736	yes		2	clean	mismatch	978-1-85723	Q3355196	Orbit Books	publishing house; imprint; brand	978-2-36051;978-0-35652				Orbit Books		
	Q4650773			1	clean	missing	978-1-86396	Q103628739	ACP Magazines	media company							
				1	clean	missing	978-1-870780	Q4969549	British Ballet Organisation	organization; dance organization					British Ballet Organization		
				1	clean	missing	978-1-879016	Q358284	Orthodox Union	religious organization; Jewish organization					OU		
		yes		1	clean	mismatch	978-1-881307	Q20708704	St. Anthony Messenger Press	publishing house; organization	978-0-89283						
				1	clean	missing	978-1-892058	Q112274494	DreamHaven Books	company							
				1	clean	missing	978-1-902827	Q4839029	BackTrack (magazine)	magazine							
				1	clean	missing	978-1-903007	Q2926101	Brontë Parsonage Museum	historic house museum; independent museum					Haworth Parsonage (Bronte Museum)		
		yes		5	clean	missing	978-1-904041	Q5457150	Flame Tree Publishing	book publisher							
		yes		3	clean	mismatch	978-1-904879	Q4043752	Marshall Cavendish	publishing house	978-0-85685;978-2-7365						
	Q96310972			2	clean	missing	978-1-904994	Q41675	Guinness World Records	periodical; literary work; written work							
	Q4970116			1	clean	missing	978-1-905221	Q6054465	British Institute of International and Comparative Law	periodical					The international and comparative law quarterly		
		yes		1	clean	mismatch	978-1-905881	Q3304316	Granta Publications	magazine; book publisher	978-0-903141;978-1-84708;978-1-86207				Granta Books		
		yes		5	clean	missing	978-1-907332	Q7269371	Ivy Press	publishing house; public company					Voyageur Press		
		yes		3	clean	missing	978-1-907426	Q96385614	Kelsey Media	publishing house							
	Q1006283			2	clean	mismatch	978-1-907892	Q333515	The National Trust	national trust; nonprofit organization; collection	978-1-84359				National Trust for Places of Historic Interest or Natural Beauty		
		yes		3	clean	missing	978-1-910554	Q96385614	Kelsey Media	publishing house							
				1	clean	mismatch	978-1-911276	Q6914980	Mortons of Horncastle	business	978-0-9550221;978-1-906167						
		yes		3	clean	missing	978-1-912151	Q96385614	Kelsey Media	publishing house							
			yes	1	clean	missing	978-1-929068	Q238090	Sholom Aleichem	human					Solomon Naumovich Rabinovich | Sholem Aleychem | Sholom Aleykhem | Solem o Salom Alekem		
	Q1423872		yes	1	clean	missing	978-1-931009	Q60738847	Total Immersion	human					Terrence James Laughlin		
				1	clean	missing	978-1-932921	Q5691374	Healthwise	nonprofit organization					Healthwise		
		yes		9	clean	mismatch	978-1-933164	Q2073284	Seven Seas Entertainment	book publisher; comics publishing company; business; enterprise	978-1-64275;978-1-62692				Seven Seas Entertainment, LLC		
		yes		9	clean	mismatch	978-1-934876	Q2073284	Seven Seas Entertainment	book publisher; comics publishing company; business; enterprise	978-1-64275;978-1-62692				Seven Seas Entertainment, LLC		
		yes		9	clean	mismatch	978-1-935934	Q2073284	Seven Seas Entertainment	book publisher; comics publishing company; business; enterprise	978-1-64275;978-1-62692				Seven Seas Entertainment, LLC		
		yes		4	clean	missing	978-1-936975	Q633812	Archie Comics	business; book publisher; comics publishing company					MLJ Comics | MLJ Magazines | M.L.J. Magazines, Inc. | Archie Comic Publications | Archie Comic Publications, Inc.		
		yes		9	clean	mismatch	978-1-937867	Q2073284	Seven Seas Entertainment	book publisher; comics publishing company; business; enterprise	978-1-64275;978-1-62692				Seven Seas Entertainment, LLC		
				1	clean	missing	978-1-941792	Q4860041	Bard Graduate Center	art gallery; organization; educational institution							
		yes		9	clean	mismatch	978-1-947804	Q2073284	Seven Seas Entertainment	book publisher; comics publishing company; business; enterprise	978-1-64275;978-1-62692				Seven Seas Entertainment, LLC		
				1	clean	missing	978-1-951115	Q5618313	Gun Digest	magazine							
		yes		1	imprint?	missing	978-0-215	Q7766412	The Stationery Office	publishing house		Williams Lea	H.M. Stationery Office				
	Q7300424			1	imprint?	missing	978-0-276	Q371820	Reader's Digest Press	magazine		Trusted Media Brands			The Reader's Digest		
	Q3560313;Q744182	yes		1	imprint?	missing	978-0-307	Q2744153	Western Publishing	book publisher; comics publishing company		Random House			Western Printing and Lithographing Company		
		yes		1	imprint?	mismatch	978-0-313	Q3116159	Greenwood Press	book publisher	978-0-8371;978-0-89930	ABC-CLIO					
		yes		2	imprint?	missing	978-0-314	Q7984204	West Publishing	publishing house		Thomson Reuters; The Thomson Corporation			West Publishing | West Publishing Co | Thomson West | West Information Publishing Group | West Group		
		yes		1	imprint?	mismatch	978-0-316	Q349566	Hachette Livre	publishing house; organization; business	978-2-01	Lagardère Publishing; Lagardère Group			Hachette Livre | Librairie Hachette | Brédif | L. Hachette et Compagnie | Hachette SA | Hachette Australia | Hachette UK | Hachette and Company		
	Q1076074	yes		6	imprint?	mismatch	978-0-333	Q2108217	Macmillan Publishing	publishing house; academic publisher	978-1-4050;978-1-85283	Holtzbrinck Publishing Group		Wiley	Macmillan Publishers Ltd | The Macmillan Group | Macmillan Company | Macmillan Publishers Limited | Macmillan Group | Macmillan Publishers Ltd. | Minotaur Books | Macmillan | Macmillan & Co. | Macmillan and Co. | Macmillan And company limited | Macmillan Company Limited | MACMILLAN AND Co., LIMITED		
		yes		1	imprint?	mismatch	978-0-373	Q612938	Harlequin Enterprises	publishing house	978-1-4089;978-1-4268;978-1-4592;978-2-280	Torstar; HarperCollins; News Corp			Harlequin | Harlequin Books		
		yes		1	imprint?	missing	978-0-374	Q3067003	Farrar, Straus & Giroux	publishing house		Macmillan Publishers					
		yes		1	imprint?	mismatch	978-0-375	Q744182	Random House	publishing house	978-0-09;978-0-307;978-1-4000;978-1-57673;978-1-57856;978-1-84413;978-1-86230	Penguin Random House			Random Century		
		yes		5	imprint?	mismatch	978-0-380	Q95149	HarperCollins	book publisher	978-0-00;978-0-06;978-1-85702	News Corp					
		yes		2	imprint?	mismatch	978-0-387	Q176916	Springer Science+Business Media	publishing house; book publisher; academic publisher	978-1-4020;978-1-4419;978-1-85233	Q21096327			Springer | Kluwer Academic Publishers | Springer SBM | Springer-Verlag Berlin Heidelberg | Verlag von Julius Springer | Springer-Verlag		
	Q3560313	yes		1	imprint?	missing	978-0-394	Q1431868	Alfred A. Knopf	publishing house; book publisher		Penguin Random House			Alfred A. Knopf, Inc. | Knopf		
		yes		1	imprint?	mismatch	978-0-397	Q2407351	Lippincott Williams & Wilkins	imprint; organization	978-1-60547;978-1-901821;978-0-683	Wolters Kluwer			LWW | Lippincott, Williams & Wilkins | Lea Brothers & Co | Carey & Lea | Lea Brothers & Company | Lea Brothers & Co. | Lea Brothers and Co		
		yes		5	imprint?	mismatch	978-0-406	Q683146	Butterworths	publishing house; legal information system	978-1-4057;978-2-7110;978-2-910179	RELX			Lexis | LexisNexis Legal & Professional | Lexis Advance | Lexis Practice Advisor | CourtLink | CaseMap | nexis.com | CounselLink | Nexis Direct | LexisNexis GmbH | Lexis Plus		
		yes		5	imprint?	mismatch	978-0-407	Q683146	Butterworths	publishing house; legal information system	978-1-4057;978-2-7110;978-2-910179	RELX			Lexis | LexisNexis Legal & Professional | Lexis Advance | Lexis Practice Advisor | CourtLink | CaseMap | nexis.com | CounselLink | Nexis Direct | LexisNexis GmbH | Lexis Plus		
		yes		5	imprint?	mismatch	978-0-408	Q683146	Butterworths	publishing house; legal information system	978-1-4057;978-2-7110;978-2-910179	RELX			Lexis | LexisNexis Legal & Professional | Lexis Advance | Lexis Practice Advisor | CourtLink | CaseMap | nexis.com | CounselLink | Nexis Direct | LexisNexis GmbH | Lexis Plus		
		yes		5	imprint?	mismatch	978-0-409	Q683146	Butterworths	publishing house; legal information system	978-1-4057;978-2-7110;978-2-910179	RELX			Lexis | LexisNexis Legal & Professional | Lexis Advance | Lexis Practice Advisor | CourtLink | CaseMap | nexis.com | CounselLink | Nexis Direct | LexisNexis GmbH | Lexis Plus		
		yes		5	imprint?	mismatch	978-0-411	Q95149	HarperCollins	book publisher	978-0-00;978-0-06;978-1-85702	News Corp					
	Q105531591	yes		1	imprint?	mismatch	978-0-412	Q2054191	Chapman & Hall	book publisher; imprint; publishing house	978-1-58488	CRC Press			Chapman and Hall/CRC | Chapman and Hall London		
		yes		1	imprint?	missing	978-0-421	Q7655162	Sweet & Maxwell	publishing house		Thomson Reuters			Sweet & Maxwell Ltd | First published in 1971 by Tavistock Publications Ltd		
		yes		1	imprint?	missing	978-0-441	Q536795	Ace Books	publishing house		Penguin Random House			Ace		
		yes		1	imprint?	missing	978-0-443	Q5118204	Churchill Livingstone	publishing house; imprint		Elsevier					
		yes		1	imprint?	mismatch	978-0-465	Q4034881	Basic Books	book publisher	978-1-5416	Hachette Book Group					
		yes		2	imprint?	mismatch	978-0-495	Q2944238	Thomson Wadsworth	business; publishing house	978-1-4080;978-4-86312	The Thomson Corporation	International Thomson Publishing Corporation		Thomson Learning | Cengage | Cengage Learning		
